name,state,office,party,incumbent,campaign_website,profile_url
Tayhlor Coleman,Texas,U.S. House Texas District 10,Democratic,False,,https://ballotpedia.org/Tayhlor_Coleman
Linda Trevino,Texas,U.S. House Texas District 10,Democratic,False,,https://ballotpedia.org/Linda_Trevino
Claire Reynolds,Texas,U.S. House Texas District 11,Democratic,False,,https://ballotpedia.org/Claire_Reynolds
James Ussery,Texas,U.S. House Texas District 11,Republican,False,,https://ballotpedia.org/James_Ussery
Pedro Ruiz,Texas,U.S. House Texas District 11,Democratic,False,,https://ballotpedia.org/Pedro_Ruiz
August Pfluger,Texas,U.S. House Texas District 11,Republican,False,,https://ballotpedia.org/August_Pfluger
Kenneth Morgan-Aguilera,Texas,U.S. House Texas District 12,Democratic,False,,https://ballotpedia.org/Kenneth_Morgan-Aguilera
Chasity Wedgeworth,Texas,U.S. House Texas District 13,Republican,False,,https://ballotpedia.org/Chasity_Wedgeworth
Craig Goldman,Texas,U.S. House Texas District 12,Republican,False,,https://ballotpedia.org/Craig_Goldman
Semaj Swire,Texas,U.S. House Texas District 12,Republican,False,,https://ballotpedia.org/Semaj_Swire
Randy Weber,Texas,U.S. House Texas District 14,Republican,False,,https://ballotpedia.org/Randy_Weber
Richard Davis,Texas,U.S. House Texas District 14,Democratic,False,,https://ballotpedia.org/Richard_Davis_(Texas_congressional_candidate)
Ronny L. Jackson,Texas,U.S. House Texas District 13,Republican,False,,https://ballotpedia.org/Ronny_Jackson
Brian Sprague,Texas,U.S. House Texas District 12,Republican,False,,https://ballotpedia.org/Brian_Sprague
Jessica Forgy,Texas,U.S. House Texas District 14,Republican,False,,https://ballotpedia.org/Jessica_Forgy
Heli Rodriguez Prilliman,Texas,U.S. House Texas District 12,Democratic,False,,https://ballotpedia.org/Heli_Rodriguez_Prilliman
Thurman Bill Bartie,Texas,U.S. House Texas District 14,Democratic,False,,https://ballotpedia.org/Thurman_Bill_Bartie
Mark Nair,Texas,U.S. House Texas District 13,Democratic,False,,https://ballotpedia.org/Mark_Nair
Monica De La Cruz,Texas,U.S. House Texas District 15,Republican,False,,https://ballotpedia.org/Monica_De_La_Cruz
Robert Thomas,Texas,U.S. House Texas District 14,Democratic,False,,https://ballotpedia.org/Robert_Thomas_(Texas)
Konstantinos Vogiatzis,Texas,U.S. House Texas District 14,Democratic,False,,https://ballotpedia.org/Konstantinos_Vogiatzis
Ada Cuellar,Texas,U.S. House Texas District 15,Democratic,False,,https://ballotpedia.org/Ada_Cuellar
Bobby Pulido,Texas,U.S. House Texas District 15,Democratic,False,,https://ballotpedia.org/Bobby_Pulido
Raul Castaneda,Texas,U.S. House Texas District 16,Republican,False,,https://ballotpedia.org/Raul_Castaneda
Veronica Escobar,Texas,U.S. House Texas District 16,Democratic,False,,https://ballotpedia.org/Veronica_Escobar
Pete Sessions,Texas,U.S. House Texas District 17,Republican,False,,https://ballotpedia.org/Pete_Sessions
Manuel Barraza,Texas,U.S. House Texas District 16,Republican,False,,https://ballotpedia.org/Manuel_Barraza
Adam Bauman,Texas,U.S. House Texas District 16,Republican,False,,https://ballotpedia.org/Adam_Bauman
Arturo Andujo,Texas,U.S. House Texas District 16,Democratic,False,,https://ballotpedia.org/Arturo_Andujo
Ponciano Garcia,Texas,U.S. House Texas District 15,Republican,False,,https://ballotpedia.org/Ponciano_Garcia
Marisela Chavez,Texas,U.S. House Texas District 16,Republican,False,,https://ballotpedia.org/Marisela_Chavez
Deliris Montanez,Texas,U.S. House Texas District 16,Republican,False,,https://ballotpedia.org/Deliris_Montanez
Hector Cabildo,Texas,U.S. House Texas District 16,Republican,False,,https://ballotpedia.org/Hector_Cabildo
Ruben Rios,Texas,U.S. House Texas District 16,Republican,False,,https://ballotpedia.org/Ruben_Rios
Jamilah Flores,Texas,U.S. House Texas District 17,Democratic,False,,https://ballotpedia.org/Jamilah_Flores
Al Green,Texas,U.S. House Texas District 18,Democratic,False,,https://ballotpedia.org/Al_Green_(Texas)
Christian Menefee,Texas,U.S. House Texas District 18,Democratic,False,,https://ballotpedia.org/Christian_Menefee
Gretchen Brown,Texas,U.S. House Texas District 18,Democratic,False,,https://ballotpedia.org/Gretchen_Brown
Elizabeth Vences,Texas,U.S. House Texas District 18,Republican,False,,https://ballotpedia.org/Elizabeth_Vences
Abraham Enriquez,Texas,U.S. House Texas District 19,Republican,False,,https://ballotpedia.org/Abraham_Enriquez
Jason Corley,Texas,U.S. House Texas District 19,Republican,False,,https://ballotpedia.org/Jason_Corley_(Texas)
Ronald Whitfield,Texas,U.S. House Texas District 18,Republican,False,,https://ballotpedia.org/Ronald_Whitfield
Sylvester Turner,Texas,U.S. House Texas District 18,Democratic,False,,https://ballotpedia.org/Sylvester_Turner
Tom Sell,Texas,U.S. House Texas District 19,Republican,False,,https://ballotpedia.org/Tom_Sell
Donald May,Texas,U.S. House Texas District 19,Republican,False,,https://ballotpedia.org/Donald_May_(Texas)
Amanda Edwards,Texas,U.S. House Texas District 18,Democratic,False,,https://ballotpedia.org/Amanda_Edwards
Allen Berry,Texas,U.S. House Texas District 18,Republican,False,,https://ballotpedia.org/Allen_Berry_(Texas)
Cyrus Sajna,Texas,U.S. House Texas District 18,Republican,False,,https://ballotpedia.org/Cyrus_Sajna
James Barbee,Texas,U.S. House Texas District 19,Republican,False,,https://ballotpedia.org/James_Barbee
Matthew Smith,Texas,U.S. House Texas District 19,Republican,False,,https://ballotpedia.org/Matthew_Smith_(Texas)
Ryan Zink,Texas,U.S. House Texas District 19,Republican,False,,https://ballotpedia.org/Ryan_Zink
Kyle Rable,Texas,U.S. House Texas District 19,Democratic,False,,https://ballotpedia.org/Kyle_Rable
Joaquin Castro,Texas,U.S. House Texas District 20,Democratic,False,,https://ballotpedia.org/Joaquin_Castro
Kendra Wilkerson,Texas,U.S. House Texas District 20,Democratic,False,,https://ballotpedia.org/Kendra_Wilkerson
Jodey Arrington,Texas,U.S. House Texas District 19,Republican,False,,https://ballotpedia.org/Jodey_Arrington
Anthony Tristan,Texas,U.S. House Texas District 20,Independent,False,,https://ballotpedia.org/Anthony_Tristan
Jacques DuBose,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Jacques_DuBose
John Atwood,Texas,U.S. House Texas District 20,Democratic,False,,https://ballotpedia.org/John_Atwood
Jason Cahill,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Jason_Cahill
Daniel Betts,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Daniel_Betts
Edgardo Baez,Texas,U.S. House Texas District 20,Republican,False,,https://ballotpedia.org/Edgardo_Baez
Ezekiel Enriquez,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Ezekiel_Enriquez
Christopher Adams,Texas,U.S. House Texas District 19,Republican,False,,https://ballotpedia.org/Christopher_Adams_(Texas)
Weston Martinez,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Weston_Martinez
Paul Rojas,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Paul_Rojas
Kyle Sinclair,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Kyle_Sinclair
Mike Wheeler,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Mike_Wheeler_(Texas)
Heather Tessmer,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Heather_Tessmer
Mark Teixeira,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Mark_Teixeira
Kristin Hook,Texas,U.S. House Texas District 21,Democratic,False,,https://ballotpedia.org/Kristin_Hook
Chip Roy,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Chip_Roy
Dan McQueen,Texas,U.S. House Texas District 21,Independent,False,,https://ballotpedia.org/Dan_McQueen
Peggy Wardlaw,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Peggy_Wardlaw
Regina Vanburg,Texas,U.S. House Texas District 21,Democratic,False,,https://ballotpedia.org/Regina_Vanburg
Trey Trainor,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Trey_Trainor
Jessica Karlsruher,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Jessica_Karlsruher
Denis Goulet,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Denis_Goulet
Gary Taylor,Texas,U.S. House Texas District 21,Democratic,False,,https://ballotpedia.org/Gary_Taylor_(Texas)
Marquette Greene-Scott,Texas,U.S. House Texas District 22,Democratic,False,,https://ballotpedia.org/Marquette_Greene-Scott
Trever Nehls,Texas,U.S. House Texas District 22,Republican,False,,https://ballotpedia.org/Trever_Nehls
Daniel Weber,Texas,U.S. House Texas District 21,Democratic,False,,https://ballotpedia.org/Daniel_Weber_(Texas)
Matt Okerson,Texas,U.S. House Texas District 21,Republican,False,,https://ballotpedia.org/Matt_Okerson
Rebecca Clark,Texas,U.S. House Texas District 22,Republican,False,,https://ballotpedia.org/Rebecca_Clark_(Texas)
Tony Gonzales,Texas,U.S. House Texas District 23,Republican,False,,https://ballotpedia.org/Tony_Gonzales
Chris Fernandez,Texas,U.S. House Texas District 22,Democratic,False,,https://ballotpedia.org/Chris_Fernandez
Pearl Vuorinen,Texas,U.S. House Texas District 22,Democratic,False,,https://ballotpedia.org/Pearl_Vuorinen
Demile James,Texas,U.S. House Texas District 22,American Independent Party,False,,https://ballotpedia.org/Demile_James
Troy Nehls,Texas,U.S. House Texas District 22,Republican,False,,https://ballotpedia.org/Troy_Nehls
Robert Thomas,Texas,U.S. House Texas District 22,Democratic,False,,https://ballotpedia.org/Robert_Thomas_(Texas)
Jacey Jetton,Texas,U.S. House Texas District 22,Republican,False,,https://ballotpedia.org/Jacey_Jetton
Sterling Gadison,Texas,U.S. House Texas District 22,Democratic,False,,https://ballotpedia.org/Sterling_Gadison
Keith Barton,Texas,U.S. House Texas District 23,Republican,False,,https://ballotpedia.org/Keith_Barton
Gretel Marysdatter Enck,Texas,U.S. House Texas District 23,Democratic,False,,https://ballotpedia.org/Gretel_Marysdatter_Enck
Brandon Herrera,Texas,U.S. House Texas District 23,Republican,False,,https://ballotpedia.org/Brandon_Herrera
Francisco Canseco,Texas,U.S. House Texas District 23,Republican,False,,https://ballotpedia.org/Francisco_Canseco
Katy Padilla Stout,Texas,U.S. House Texas District 23,Democratic,False,,https://ballotpedia.org/Katy_Padilla_Stout
Veronica Williams,Texas,U.S. House Texas District 23,Independent,False,,https://ballotpedia.org/Veronica_Williams_(Texas)
Bruce Richardson,Texas,U.S. House Texas District 23,Democratic,False,,https://ballotpedia.org/Bruce_Richardson
Gregory Lopez,Texas,U.S. House Texas District 23,Democratic,False,,https://ballotpedia.org/Gregory_Lopez
Santos Limon,Texas,U.S. House Texas District 23,Democratic,False,,https://ballotpedia.org/Santos_Limon
Peter White,Texas,U.S. House Texas District 23,Democratic,False,,https://ballotpedia.org/Peter_White
Patti Hale Ashe,Texas,U.S. House Texas District 23,Independent,False,,https://ballotpedia.org/Patti_Hale_Ashe
Susan Storey Rubio,Texas,U.S. House Texas District 23,Republican,False,,https://ballotpedia.org/Susan_Storey_Rubio_(Texas)
Jon Buchwald,Texas,U.S. House Texas District 24,Democratic,False,,https://ballotpedia.org/Jon_Buchwald
Ezekiel Enriquez,Texas,U.S. House Texas District 23,Republican,False,,https://ballotpedia.org/Ezekiel_Enriquez
Beth Van Duyne,Texas,U.S. House Texas District 24,Republican,False,,https://ballotpedia.org/Beth_Van_Duyne
TJ Ware,Texas,U.S. House Texas District 24,Democratic,False,,https://ballotpedia.org/TJ_Ware
Kevin Burge,Texas,U.S. House Texas District 24,Democratic,False,,https://ballotpedia.org/Kevin_Burge_(Texas)
Robert Chick,Texas,U.S. House Texas District 26,Republican,False,,https://ballotpedia.org/Robert_Chick
Nathan Hawks,Texas,U.S. House Texas District 24,Democratic,False,,https://ballotpedia.org/Nathan_Hawks
Dione Sims,Texas,U.S. House Texas District 25,Democratic,False,,https://ballotpedia.org/Dione_Sims
Phil Gray,Texas,U.S. House Texas District 26,Libertarian,False,,https://ballotpedia.org/Phil_Gray
William Marks,Texas,U.S. House Texas District 25,Democratic,False,,https://ballotpedia.org/William_Marks
Aaron Hendley,Texas,U.S. House Texas District 24,Democratic,False,,https://ballotpedia.org/Aaron_Hendley
Roger Williams,Texas,U.S. House Texas District 25,Republican,False,,https://ballotpedia.org/Roger_Williams_(Texas)
Stephen O'Toole,Texas,U.S. House Texas District 25,Democratic,False,,https://ballotpedia.org/Stephen_O'Toole
Brandon Gill,Texas,U.S. House Texas District 26,Republican,False,,https://ballotpedia.org/Brandon_Gill
Gavin Solomon,Texas,U.S. House Texas District 26,Republican,False,,https://ballotpedia.org/Gavin_Solomon
Ernest Lineberger III,Texas,U.S. House Texas District 26,Democratic,False,,https://ballotpedia.org/Ernest_Lineberger_III
Michael Cloud,Texas,U.S. House Texas District 27,Republican,False,,https://ballotpedia.org/Michael_Cloud_(Texas)
Wayne Raasch,Texas,U.S. House Texas District 27,Democratic,False,,https://ballotpedia.org/Wayne_Raasch
Andrew Vantine,Texas,U.S. House Texas District 28,Democratic,False,,https://ballotpedia.org/Andrew_Vantine
Ricardo Villarreal,Texas,U.S. House Texas District 28,Democratic,False,,https://ballotpedia.org/Ricardo_Villarreal
Dan McQueen,Texas,U.S. House Texas District 27,Independent,False,,https://ballotpedia.org/Dan_McQueen
Chris Hatley,Texas,U.S. House Texas District 27,Republican,False,,https://ballotpedia.org/Chris_Hatley
Eileen Day,Texas,U.S. House Texas District 28,Republican,False,,https://ballotpedia.org/Eileen_Day
Eustaquio Castro-Mendoza,Texas,U.S. House Texas District 27,Democratic,False,,https://ballotpedia.org/Eustaquio_Castro-Mendoza
Tano Tijerina,Texas,U.S. House Texas District 28,Republican,False,,https://ballotpedia.org/Tano_Tijerina
Tanya Lloyd,Texas,U.S. House Texas District 27,Democratic,False,,https://ballotpedia.org/Tanya_Lloyd
Henry Cuellar,Texas,U.S. House Texas District 28,Democratic,False,,https://ballotpedia.org/Henry_Cuellar
John Foddrill,Texas,U.S. House Texas District 28,Libertarian,False,,https://ballotpedia.org/John_E._Foddrill_Sr.
Martha Fierro,Texas,U.S. House Texas District 29,Republican,False,,https://ballotpedia.org/Martha_Fierro
Ryan Trevino,Texas,U.S. House Texas District 28,Democratic,False,,https://ballotpedia.org/Ryan_Trevino
Sylvia Garcia,Texas,U.S. House Texas District 29,Democratic,False,,https://ballotpedia.org/Sylvia_Garcia
Everett Jackson,Texas,U.S. House Texas District 30,Republican,False,,https://ballotpedia.org/Everett_Jackson
Sholdon Daniels,Texas,U.S. House Texas District 30,Republican,False,,https://ballotpedia.org/Sholdon_Daniels
Gregor Heise,Texas,U.S. House Texas District 30,Republican,False,,https://ballotpedia.org/Gregor_Heise
Jarvis Johnson,Texas,U.S. House Texas District 29,Democratic,False,,https://ballotpedia.org/Jarvis_Johnson
Juan Esparza,Texas,U.S. House Texas District 28,Republican,False,,https://ballotpedia.org/Juan_Esparza
Nils Walker,Texas,U.S. House Texas District 30,Republican,False,,https://ballotpedia.org/Nils_Walker
Robert Slater,Texas,U.S. House Texas District 29,Democratic,False,,https://ballotpedia.org/Robert_Slater
Barbara Mallory Caraway,Texas,U.S. House Texas District 30,Democratic,False,,https://ballotpedia.org/Barbara_Mallory_Caraway
Rodney LaBruce,Texas,U.S. House Texas District 30,Democratic,False,,https://ballotpedia.org/Rodney_LaBruce
Frederick Haynes,Texas,U.S. House Texas District 30,Democratic,False,,https://ballotpedia.org/Frederick_Haynes
Cody Nickson,Texas,U.S. House Texas District 30,Republican,False,,https://ballotpedia.org/Cody_Nickson
Michael Alan Vivroux,Texas,U.S. House Texas District 30,Republican,False,,https://ballotpedia.org/Michael_Alan_Vivroux
Oxford Nordberg,Texas,U.S. House Texas District 30,Independent,False,,https://ballotpedia.org/Oxford_Nordberg
Stephani Reazor,Texas,U.S. House Texas District 30,Republican,False,,https://ballotpedia.org/Stephani_Reazor
Jasmine Crockett,Texas,U.S. House Texas District 30,Democratic,False,,https://ballotpedia.org/Jasmine_Crockett
Oscar Villar,Texas,U.S. House Texas District 30,Democratic,False,,https://ballotpedia.org/Oscar_Villar
Saul Rodriguez,Texas,U.S. House Texas District 30,Democratic,False,,https://ballotpedia.org/Saul_Rodriguez_(Texas)
John Carter,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/John_Carter_(Texas)
William Abel,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/William_Abel
David Berry,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/David_Berry_(Texas)
Steven Dowell,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/Steven_Dowell_(Texas)
Abhiram Garapati,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/Abhiram_Garapati
Ed Ewald,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/Ed_Ewald
Offer Vince Shlomi,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/Offer_Vince_Shlomi
Valentina Gomez Noriega,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/Valentina_Gomez_Noriega
Raymond Hamden,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/Raymond_Hamden
Elvis Lossa,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/Elvis_Lossa
Justin Early,Texas,U.S. House Texas District 31,Democratic,False,,https://ballotpedia.org/Justin_Early
Greg Stoker,Texas,U.S. House Texas District 31,Green,False,,https://ballotpedia.org/Greg_Stoker
Stuart Whitlow,Texas,U.S. House Texas District 31,Democratic,False,,https://ballotpedia.org/Stuart_Whitlow
Caitlin Rourk,Texas,U.S. House Texas District 31,Democratic,False,,https://ballotpedia.org/Caitlin_Rourk
Jack McConnell,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/Jack_McConnell
Ryan Binkley,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Ryan_Binkley
Brian Trautner,Texas,U.S. House Texas District 31,Democratic,False,,https://ballotpedia.org/Brian_Trautner
Aimee Carrasco,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Aimee_Carrasco
Mike Williams,Texas,U.S. House Texas District 31,Republican,False,,https://ballotpedia.org/Mike_Williams_(Texas)
Paul Bondar,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Paul_Bondar
Darrell Day,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Darrell_Day
Monty Montanez,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Monty_Montanez
Gordon Heslop,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Gordon_Heslop
James Ussery,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/James_Ussery
Abteen Vaziri,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Abteen_Vaziri
Anthony Bridges,Texas,U.S. House Texas District 32,Democratic,False,,https://ballotpedia.org/Anthony_Bridges
Tobey Pearson,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Tobey_Pearson
Zain Shaito,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Zain_Shaito
Dan Barrios,Texas,U.S. House Texas District 32,Democratic,False,,https://ballotpedia.org/Dan_Barrios
Jace Yarbrough,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Jace_Yarbrough
Eric Niehaus,Texas,U.S. House Texas District 32,Republican,False,,https://ballotpedia.org/Eric_Niehaus
Charles Harper,Texas,U.S. House Texas District 32,Independent,False,,https://ballotpedia.org/Charles_Harper
Julie Johnson,Texas,U.S. House Texas District 33,Democratic,False,,https://ballotpedia.org/Julie_Johnson_(Texas)
Patrick Gillespie,Texas,U.S. House Texas District 33,Republican,False,,https://ballotpedia.org/Patrick_Gillespie_(Texas)
Monte Mitchell,Texas,U.S. House Texas District 33,Republican,False,,https://ballotpedia.org/Monte_Mitchell
Kurt L. Schwab,Texas,U.S. House Texas District 33,Republican,False,,https://ballotpedia.org/Kurt_Schwab
Zeeshan Hafeez,Texas,U.S. House Texas District 33,Democratic,False,,https://ballotpedia.org/Zeeshan_Hafeez
Colin Allred,Texas,U.S. House Texas District 33,Democratic,False,,https://ballotpedia.org/Colin_Allred
John Sims,Texas,U.S. House Texas District 33,Republican,False,,https://ballotpedia.org/John_Sims_(Texas)
Payton Jackson,Texas,U.S. House Texas District 33,Republican,False,,https://ballotpedia.org/Payton_Jackson
Carlos Quintanilla,Texas,U.S. House Texas District 33,Democratic,False,,https://ballotpedia.org/Carlos_Quintanilla_(Texas)
Luis Buentello,Texas,U.S. House Texas District 34,Republican,False,,https://ballotpedia.org/Luis_Buentello
Vicente Gonzalez Jr.,Texas,U.S. House Texas District 34,Democratic,False,,https://ballotpedia.org/Vicente_Gonzalez_Jr.
Keith Allen,Texas,U.S. House Texas District 34,Republican,False,,https://ballotpedia.org/Keith_Allen_(Texas)
Eric Flores,Texas,U.S. House Texas District 34,Republican,False,,https://ballotpedia.org/Eric_Flores
Marc Veasey,Texas,U.S. House Texas District 33,Democratic,False,,https://ballotpedia.org/Marc_Veasey
Mayra Flores,Texas,U.S. House Texas District 34,Republican,False,,https://ballotpedia.org/Mayra_Flores
Bam Morales,Texas,U.S. House Texas District 34,Republican,False,,https://ballotpedia.org/Bam_Morales
Scott Mandel,Texas,U.S. House Texas District 34,Republican,False,,https://ballotpedia.org/Scott_Mandel
Mauro Garza,Texas,U.S. House Texas District 34,Republican,False,,https://ballotpedia.org/Mauro_Garza
Etienne Rosas,Texas,U.S. House Texas District 34,Democratic,False,,https://ballotpedia.org/Etienne_Rosas
Gregory Kunkle Jr.,Texas,U.S. House Texas District 34,Republican,False,,https://ballotpedia.org/Gregory_Kunkle_Jr.
Jay Nagy,Texas,U.S. House Texas District 34,Republican,False,,https://ballotpedia.org/Jay_Nagy
Eddie Espinoza,Texas,U.S. House Texas District 34,Green,False,,https://ballotpedia.org/Eddie_Espinoza
Fred Hinojosa,Texas,U.S. House Texas District 34,Republican,False,,https://ballotpedia.org/Fred_Hinojosa
Chris Royal,Texas,U.S. House Texas District 34,Libertarian,False,,https://ballotpedia.org/Chris_Royal
Randy Adams,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Randy_Adams
Jay Furman,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Jay_Furman
Rod Lingsch,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Rod_Lingsch
John Lujan,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/John_Lujan
Mark Eberwine,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Mark_Eberwine
Ryan Krause,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Ryan_Krause
Vanessa Hicks-Callaway,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Vanessa_Hicks-Callaway
Joshua Cortez,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Joshua_Cortez
Steven Wright,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Steven_Wright_(Texas)
Larry La Rose,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Larry_La_Rose
Carlos De La Cruz,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Carlos_De_La_Cruz
Maureen Galindo,Texas,U.S. House Texas District 35,Democratic,False,,https://ballotpedia.org/Maureen_Galindo
John Lira,Texas,U.S. House Texas District 35,Democratic,False,,https://ballotpedia.org/John_Lira_(Texas)
Brian Babin,Texas,U.S. House Texas District 36,Republican,False,,https://ballotpedia.org/Brian_Babin
Rhonda Hart,Texas,U.S. House Texas District 36,Democratic,False,,https://ballotpedia.org/Rhonda_Hart
Christopher Schuchardt,Texas,U.S. House Texas District 35,Republican,False,,https://ballotpedia.org/Christopher_Schuchardt
Whitney Masterson-Moyes,Texas,U.S. House Texas District 35,Democratic,False,,https://ballotpedia.org/Whitney_Masterson-Moyes
Johnny Garcia,Texas,U.S. House Texas District 35,Democratic,False,,https://ballotpedia.org/Johnny_Garcia_(Texas_congressional_candidate)
Jonathan Mitchell,Texas,U.S. House Texas District 36,Republican,False,,https://ballotpedia.org/Jonathan_Mitchell
Greg Casar,Texas,U.S. House Texas District 35,Democratic,False,,https://ballotpedia.org/Greg_Casar
Doug Rogers,Texas,U.S. House Texas District 36,Democratic,False,,https://ballotpedia.org/Doug_Rogers
Peter Filler,Texas,U.S. House Texas District 36,Democratic,False,,https://ballotpedia.org/Peter_Filler
Oliver Freeman Pogue,Tennessee,U.S. House Tennessee District 2,Unaffiliated,False,,https://ballotpedia.org/Oliver_Freeman_Pogue
Janet Malzahn,Texas,U.S. House Texas District 37,Republican,False,,https://ballotpedia.org/Janet_Malzahn
Dillon Fleharty,Texas,U.S. House Texas District 37,Democratic,False,,https://ballotpedia.org/Dillon_Fleharty
Soren Pendragon,Texas,U.S. House Texas District 37,Democratic,False,,https://ballotpedia.org/Soren_Pendragon
Greg Casar,Texas,U.S. House Texas District 37,Democratic,False,,https://ballotpedia.org/Greg_Casar
Esther Fleharty,Texas,U.S. House Texas District 37,Democratic,False,,https://ballotpedia.org/Esther_Fleharty
Ge'Nell Gary,Texas,U.S. House Texas District 37,Republican,False,,https://ballotpedia.org/Ge'Nell_Gary
Lloyd Doggett,Texas,U.S. House Texas District 37,Democratic,False,,https://ballotpedia.org/Lloyd_Doggett
James Kinney,Texas,U.S. House Texas District 37,Independent,False,,https://ballotpedia.org/James_Kinney
Jon Bonck,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Jon_Bonck
Avery Ayers,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Avery_Ayers
Lauren Peña,Texas,U.S. House Texas District 37,Republican,False,,https://ballotpedia.org/Lauren_Peña
Craig Goralski,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Craig_Goralski
Chaz Molder,Tennessee,U.S. House Tennessee District 5,Democratic,False,,https://ballotpedia.org/Chaz_Molder
Larry Rubin,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Larry_Rubin
Carmen Montiel,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Carmen_Montiel
Barrett McNabb,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Barrett_McNabb
Michael Pratt,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Michael_Pratt_(Texas)
Marvalette Hunter,Texas,U.S. House Texas District 38,Democratic,False,,https://ballotpedia.org/Marvalette_Hunter
Melissa McDonough,Texas,U.S. House Texas District 38,Democratic,False,,https://ballotpedia.org/Melissa_McDonough
Theresa Courts,Texas,U.S. House Texas District 38,Democratic,False,,https://ballotpedia.org/Theresa_Courts
Shelly deZevallos,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Shelly_deZevallos
Jeff Yuna,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Jeff_Yuna
James Torino,Tennessee,U.S. House Tennessee District 5,Democratic,False,,https://ballotpedia.org/James_Torino
William Taggart,Texas,U.S. House Texas District 38,Independent,False,,https://ballotpedia.org/William_Taggart
Alex McMenemy,Texas,U.S. House Texas District 38,Green,False,,https://ballotpedia.org/Alex_McMenemy
Jennifer Sundt,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Jennifer_Sundt
Curtis Cook II,Texas,U.S. House Texas District 38,Democratic,False,,https://ballotpedia.org/Curtis_Cook_II
Wesley Hunt,Texas,U.S. House Texas District 38,Republican,False,,https://ballotpedia.org/Wesley_Hunt_(Texas_Congress)
